# x_1,x_2,Class_label
6.29496525e+00,-2.19156932e+02,1
4.48352627e+01,-1.99717876e+02,1
9.90868603e+00,-2.76563747e+02,1
-2.94724849e+02,2.61418192e+02,0
3.32129044e+01,-1.98491640e+02,1
-2.57058871e+02,2.58841416e+02,0
-2.77144299e+02,1.92229293e+02,0
3.21209138e+01,-1.99045069e+02,1
-2.69504718e+02,2.52090464e+02,0
-2.67918912e+02,2.28573557e+02,0
3.29005572e+01,-1.91374345e+02,1
-2.82625741e+02,2.01787567e+02,0
3.98788209e+01,-1.97038720e+02,1
-2.68921298e+02,1.52524288e+02,0
-2.57791652e+02,1.77535389e+02,0
-2.89088853e+02,2.35664169e+02,0
3.15191081e+01,-1.95754774e+02,1
1.10126146e+01,-2.89514417e+02,1
-2.65641052e+02,2.28456197e+02,0
-2.34498382e+00,-2.69811517e+02,1
-2.26876224e+02,1.02029781e+02,0
-2.88894333e+02,2.39630988e+02,0
3.54790795e+01,-2.22622342e+02,1
1.09383811e+01,-2.67873250e+02,1
-2.70818545e+02,1.79264216e+02,0
2.87249873e+01,-2.71044942e+02,1
-2.38549430e+02,2.00749680e+02,0
-2.74150054e+02,2.77751588e+02,0
-2.96819329e+02,3.17371221e+02,0
-2.50965965e+02,2.19866374e+02,0
-2.81413055e+02,2.67596440e+02,0
-2.30432449e+02,1.57931142e+02,0
2.19201171e+01,-1.93826719e+02,1
-1.39035927e+01,-3.02075435e+02,1
1.88846608e+01,-3.05382414e+02,1
-2.98312199e+02,3.42454496e+02,0
-4.16474955e+00,-2.38580519e+02,1
-2.85900189e+02,2.79431928e+02,0
-2.42539384e+02,1.74000386e+02,0
3.61651092e+01,-2.36356633e+02,1
-2.10138006e+02,1.07951696e+02,0
-2.49309913e+02,1.70157882e+02,0
-2.63712219e+02,2.54141154e+02,0
2.00523797e+01,-2.48395677e+02,1
7.14721543e+00,-2.62756074e+02,1
-2.93871825e+02,2.75344672e+02,0
-1.48444944e+00,-2.59327872e+02,1
1.15417272e+01,-2.50302900e+02,1
-2.23175908e+02,9.75279612e+01,0
2.55146416e+01,-2.42436359e+02,1
5.86258413e+01,-2.14160398e+02,1
-2.57754720e+02,1.82432186e+02,0
-2.81083201e+02,2.42878525e+02,0
-2.63234725e+02,2.11504325e+02,0
-3.20628558e+00,-2.55197839e+02,1
4.41881743e+01,-2.32769951e+02,1
-2.89777206e+02,2.62252605e+02,0
-3.01044161e+02,3.27330661e+02,0
-2.59766482e+02,2.77560520e+02,0
-5.72039330e+00,-1.91797058e+02,1
1.11716953e+01,-2.00570080e+02,1
3.75086313e+01,-2.42288097e+02,1
1.14122218e+01,-2.53017397e+02,1
-2.83259023e+02,1.90573817e+02,0
-2.98407167e+02,3.09236747e+02,0
-2.51984216e+02,2.35765538e+02,0
8.80923170e+00,-2.11485346e+02,1
-2.56633143e+02,1.97729101e+02,0
3.36906694e+01,-2.13308074e+02,1
-2.52220678e+02,2.15582434e+02,0
-2.64159009e+02,2.08167153e+02,0
-2.80549498e+02,2.56188722e+02,0
-2.83779442e+02,2.52592751e+02,0
-2.52652237e+02,2.36538195e+02,0
-2.71271044e+02,2.19785250e+02,0
3.25564035e+01,-2.24456467e+02,1
-2.85438984e+02,2.81651769e+02,0
4.15859645e+01,-1.96929394e+02,1
-1.14256405e+00,-2.19131207e+02,1
-2.12050318e+02,1.14046664e+02,0
-2.50386514e+02,1.83461854e+02,0
3.76467630e+01,-2.08271738e+02,1
-2.50591917e+02,3.16702163e+02,0
-2.90230355e+02,1.97159952e+02,0
-2.34547275e+02,1.70199973e+02,0
3.39570517e+01,-2.41704327e+02,1
6.28493860e-01,-2.79471888e+02,1
-2.52161437e+02,2.65477463e+02,0
8.88597944e+00,-2.41721763e+02,1
-2.62507396e+02,2.43062826e+02,0
2.72041208e+01,-1.86451855e+02,1
-2.82999730e+02,2.36876615e+02,0
2.58858657e+01,-1.93182977e+02,1
3.21967020e+01,-2.24543880e+02,1
3.41377185e+01,-2.35588615e+02,1
3.94440535e+01,-2.03288789e+02,1
6.01988829e+01,-2.06963588e+02,1
3.73235376e+00,-1.83458388e+02,1
-2.65296631e+02,2.38210186e+02,0
1.43326497e+01,-2.57527546e+02,1
-2.91808925e+02,3.04420001e+02,0
4.29262690e+00,-3.29788766e+02,1
-2.38782158e+02,1.39770355e+02,0
-2.48061064e+02,2.09703168e+02,0
-2.74369002e+02,2.81178458e+02,0
-2.57254912e+02,1.55953483e+02,0
4.89021200e-01,-2.78833466e+02,1
-2.67087114e+02,1.70850969e+02,0
-2.82568737e+02,1.82163390e+02,0
2.94009049e+01,-2.61008837e+02,1
4.52245142e+01,-1.96216710e+02,1
2.61024787e+01,-1.97697222e+02,1
8.38380446e+00,-2.57425963e+02,1
-2.53161032e+02,1.86937643e+02,0
3.15867260e+01,-2.03238166e+02,1
-2.59489965e+02,2.56558603e+02,0
-2.71240483e+02,1.94649756e+02,0
-2.47339086e+02,2.10436196e+02,0
3.27831733e+01,-2.02227550e+02,1
7.02734105e+01,-1.62561789e+02,1
1.47991087e+01,-2.82096159e+02,1
-2.68516972e+02,2.69759238e+02,0
9.97167983e+00,-1.85214734e+02,1
5.51141060e+01,-1.79317801e+02,1
1.23841394e+01,-2.69294628e+02,1
3.53642989e+01,-2.48687642e+02,1
-2.61385700e+02,2.47181293e+02,0
4.03392943e+01,-2.00061603e+02,1
-5.79913752e+00,-2.70461731e+02,1
1.04825883e+01,-2.59362257e+02,1
1.09456562e+01,-2.59499752e+02,1
-2.79503221e+02,2.09873564e+02,0
3.56829400e+01,-2.04496071e+02,1
-2.64841314e+02,2.44086516e+02,0
-2.84437683e+02,2.19381879e+02,0
2.72310487e+01,-1.57750695e+02,1
3.08832899e+01,-1.95516943e+02,1
2.15556378e+01,-2.30261510e+02,1
-2.65777661e+02,1.89060142e+02,0
1.74244015e+01,-2.27104974e+02,1
-2.67015960e+02,2.64231898e+02,0
2.88308994e+01,-2.13033083e+02,1
3.70091714e+01,-2.45021912e+02,1
1.50072283e+01,-2.47212089e+02,1
-2.54687864e+02,2.25968721e+02,0
4.76369862e+01,-2.08930083e+02,1
-2.83727636e+02,2.57122879e+02,0
2.72300851e+01,-2.34227126e+02,1
-2.75538029e+02,2.06103760e+02,0
-2.55684363e+02,2.85096930e+02,0
-2.60348287e+02,2.93572835e+02,0
-2.82774427e+02,2.54321942e+02,0
-3.00389380e+02,2.09816147e+02,0
-2.54709692e+02,2.30108542e+02,0
4.90699986e+01,-2.27446011e+02,1
-2.57711704e+02,2.05924809e+02,0
-2.77276627e+02,2.44742704e+02,0
-2.96791733e+02,3.37772868e+02,0
-2.40167812e+02,1.63543950e+02,0
-2.75956442e+02,2.35391209e+02,0
2.52835145e+01,-3.23702349e+02,1
-2.58989571e+02,1.98047083e+02,0
7.43990437e+00,-2.44526294e+02,1
-2.80759869e+02,2.65640767e+02,0
3.64440367e+01,-2.27761169e+02,1
2.34573199e+01,-1.84868076e+02,1
2.89981538e+01,-2.46179870e+02,1
1.14812247e+01,-2.47140215e+02,1
-2.80577121e+02,2.33055790e+02,0
3.81264741e+01,-1.92579949e+02,1
3.26265429e+00,-2.72755779e+02,1
-2.60089251e+02,1.75429220e+02,0
3.14768995e+01,-1.86719915e+02,1
2.89233357e+01,-2.16301055e+02,1
-2.50699047e+02,2.38279895e+02,0
-2.71486933e+02,1.99301982e+02,0
5.44476264e+01,-1.91216000e+02,1
2.42513868e+01,-2.44378518e+02,1
2.52357109e+01,-2.38622722e+02,1
4.60134909e+01,-2.12303470e+02,1
-2.79602843e+02,2.65550838e+02,0
-2.65998798e+02,2.20662436e+02,0
2.53460430e+01,-2.18573862e+02,1
-2.75242087e+02,1.87636974e+02,0
-2.81933102e+02,1.85037447e+02,0
2.70575786e+00,-2.53313216e+02,1
-2.89198009e+02,2.22554339e+02,0
-2.95132967e+02,2.12027774e+02,0
-2.51720565e+02,2.13889638e+02,0
5.75528311e+01,-1.72700532e+02,1
-2.50374575e+02,1.95897968e+02,0
3.29635777e+01,-2.65129481e+02,1
-2.79629845e+02,3.10484372e+02,0
3.34655427e+01,-2.36658683e+02,1
3.57302483e+01,-1.49869427e+02,1
-2.73476763e+02,1.88161577e+02,0
-2.31193515e+00,-2.40874974e+02,1
-2.08319793e+02,1.50869769e+02,0
3.91393551e+01,-2.36706082e+02,1
1.49806220e+01,-2.44638193e+02,1
1.37460508e+01,-1.94127280e+02,1
-2.90407063e+02,2.86340008e+02,0
-3.22816723e+02,3.03804065e+02,0
-2.69826845e+02,2.16490189e+02,0
3.63183269e+01,-1.85480753e+02,1
2.41016246e+01,-2.49758744e+02,1
-2.72663732e+02,2.07744232e+02,0
3.32694848e+00,-3.20631332e+02,1
-1.50364307e+01,-2.66640788e+02,1
3.76509464e+01,-1.89993532e+02,1
-2.61172312e+02,2.47718241e+02,0
-2.59388250e+02,2.20024942e+02,0
2.81494169e+01,-2.09152483e+02,1
-2.12868302e+02,1.27186709e+02,0
-2.89997801e+02,2.23256672e+02,0
2.41118202e+01,-1.81585146e+02,1
-2.69320485e+02,2.58333544e+02,0
-2.67532184e+02,2.86284954e+02,0
-2.46575150e+02,1.72821161e+02,0
-2.77221934e+02,2.30300159e+02,0
-2.57322558e+02,2.05232520e+02,0
4.09927691e+01,-1.56365972e+02,1
-2.37665321e+02,1.97953526e+02,0
-2.44993404e+02,2.40339694e+02,0
-2.77808239e+02,2.49017281e+02,0
-8.72199814e-01,-2.09573083e+02,1
-2.61912774e+02,1.39533592e+02,0
2.38146690e+01,-1.82954224e+02,1
1.82722001e+01,-2.84712806e+02,1
5.53226515e+00,-2.25177871e+02,1
-2.95641555e+02,2.50567744e+02,0
-2.54027600e+02,2.46583165e+02,0
-2.85337372e+02,2.46047661e+02,0
-2.36812328e+02,1.24938973e+02,0
5.03142529e+01,-1.45157321e+02,1
-2.65001717e+02,1.77085122e+02,0
-2.81173120e+02,2.38333593e+02,0
6.17481696e+01,-2.29460859e+02,1
-2.53317520e+02,2.18816439e+02,0
2.71375492e+01,-2.31101006e+02,1
-2.86920589e+02,1.99931040e+02,0
2.76626925e+01,-1.89522830e+02,1
1.41388978e+01,-2.47740706e+02,1
3.98364122e+01,-2.08949877e+02,1
4.50484551e+01,-2.27121939e+02,1
1.12790029e+01,-2.45037139e+02,1
4.11230351e+01,-2.41868681e+02,1
3.96940975e+01,-2.25746539e+02,1
-2.57649022e+02,1.26643906e+02,0
-2.75184864e+02,2.11593474e+02,0
-2.62261511e+01,-2.90298811e+02,1
-2.57367802e+02,2.22372387e+02,0
-2.66159334e+02,2.43662660e+02,0
-2.80802928e+02,2.11444180e+02,0
-2.85506214e+02,1.91722538e+02,0
-2.72457117e+02,2.11241083e+02,0
3.99532775e+01,-1.81527119e+02,1
-2.63871495e+02,2.30463963e+02,0
-2.53652247e+02,2.06095444e+02,0
3.26204093e+00,-2.71587845e+02,1
-2.64553813e+02,2.14749423e+02,0
4.87784727e+01,-1.87395438e+02,1
1.43386300e+01,-2.38255709e+02,1
8.35463256e-01,-2.29177964e+02,1
4.24298297e+01,-2.40485779e+02,1
-2.42998964e+02,1.99471247e+02,0
-2.68221135e+02,2.01935308e+02,0
-2.85746005e+02,2.33918771e+02,0
-2.91659822e+02,2.71068641e+02,0
6.07883507e+01,-2.28092155e+02,1
5.83327961e+00,-2.63499534e+02,1
-2.40518966e+02,2.03062047e+02,0
-2.63340938e+02,2.58438560e+02,0
4.17233098e+01,-2.35074314e+02,1
2.77356449e+01,-2.48215365e+02,1
2.24013016e+01,-2.40104383e+02,1
4.76449338e+01,-1.62717666e+02,1
-1.16431487e+01,-2.15599950e+02,1
3.19545275e+01,-1.92118523e+02,1
-2.64394464e+02,2.31739771e+02,0
3.37954250e+01,-2.41456869e+02,1
3.91792174e+01,-2.19178906e+02,1
2.99116690e+01,-2.21468527e+02,1
2.46846277e+01,-2.83853273e+02,1
-2.88848062e+02,2.16593993e+02,0
-2.46994394e+02,2.03595345e+02,0
-2.62275160e+02,2.35970197e+02,0
3.63001860e+01,-1.82544907e+02,1
-2.75738061e+02,2.71249101e+02,0
2.10663040e+01,-2.26684661e+02,1
1.91478810e+01,-2.15995949e+02,1
-2.85881991e+02,2.14088914e+02,0
1.16007788e+01,-1.87648655e+02,1
3.89319347e+01,-2.22510090e+02,1
4.85602931e+01,-1.79948281e+02,1
-2.60196007e+02,2.15395241e+02,0
2.90890353e+01,-2.20706246e+02,1
6.48460181e+01,-2.70660216e+02,1
-2.65185742e+02,2.43469011e+02,0
6.47431040e+01,-1.48987496e+02,1
-2.65337412e+02,2.07207247e+02,0
-2.89513765e+02,2.87251012e+02,0
-2.66065051e+02,2.16014926e+02,0
-2.99393913e+02,2.55762978e+02,0
2.66830380e+01,-2.08525226e+02,1
3.63511028e+01,-2.15391775e+02,1
2.67992350e+00,-2.63827027e+02,1
-2.35025866e+02,2.10096444e+02,0
2.19047326e+01,-2.37291945e+02,1
3.80339003e+01,-2.61641547e+02,1
1.99317881e+01,-2.24087639e+02,1
-2.30557611e+02,1.96187484e+02,0
-2.74533685e+02,1.36494855e+02,0
-2.58600908e+02,2.43511630e+02,0
1.26983176e+01,-2.47281296e+02,1
2.63907368e+01,-1.88541243e+02,1
-2.73763049e+02,1.80678383e+02,0
5.57105009e+01,-1.58523713e+02,1
-2.71134298e+02,2.22429840e+02,0
-2.74725072e+02,2.96009559e+02,0
-2.67296480e+02,2.68689946e+02,0
-2.55579435e+02,1.51514057e+02,0
-2.88562830e+02,3.06560210e+02,0
-2.38721923e+02,1.17118292e+02,0
-2.85031629e+02,3.24695500e+02,0
4.02614343e+01,-2.14228752e+02,1
-2.24085391e+02,1.33565813e+02,0
-2.71931944e+02,2.03151868e+02,0
2.98945093e+01,-2.34399946e+02,1
-2.27571663e+02,1.07650315e+02,0
-2.94302579e+02,3.00011860e+02,0
1.90091587e+01,-1.84345599e+02,1
-2.86559959e+02,2.55522895e+02,0
-2.69299747e+02,2.58779366e+02,0
4.39058164e+01,-1.59315538e+02,1
2.54529737e+01,-2.77539832e+02,1
4.96778089e+01,-1.72479727e+02,1
-2.69167206e+02,2.76700982e+02,0
2.81363823e+01,-2.24009363e+02,1
2.97073587e+01,-2.51922746e+02,1
-2.96418357e+02,2.46582537e+02,0
-2.69553296e+02,2.20452247e+02,0
9.43552178e+00,-2.44882161e+02,1
2.93255403e+01,-1.98376502e+02,1
3.23876413e+01,-2.20569967e+02,1
2.18270208e+01,-2.68073183e+02,1
4.79046040e+00,-2.50470577e+02,1
-2.65678431e+02,2.48535905e+02,0
-2.64918999e+02,1.59464540e+02,0
4.97018625e+01,-1.79228476e+02,1
2.68957188e+01,-1.92440095e+02,1
2.07125019e+01,-2.14673268e+02,1
-2.75535497e+02,2.40564040e+02,0
-2.93263517e+02,3.09502002e+02,0
-2.43632997e+02,1.87965835e+02,0
-2.62810380e+02,2.39526425e+02,0
1.35618087e+01,-2.45331359e+02,1
-2.72214274e+02,2.12215447e+02,0
4.70239955e+01,-2.57885116e+02,1
4.16051050e+01,-2.07151396e+02,1
-2.94453964e+02,2.74483247e+02,0
4.93131020e+01,-2.43306948e+02,1
-2.57590387e+02,2.11191495e+02,0
-2.90901237e+02,2.15503576e+02,0
3.65468501e+01,-2.16694968e+02,1
3.54699395e+01,-2.48045890e+02,1
-2.36896634e+02,1.51257303e+02,0
-2.50604003e+02,2.44291207e+02,0
-2.79145867e+02,2.61825475e+02,0
-2.38862783e+02,1.82269845e+02,0
-2.92929841e+02,2.37997188e+02,0
1.13628692e+01,-2.29978397e+02,1
1.19171822e+01,-2.90491476e+02,1
-2.68893116e+02,1.93056493e+02,0
2.94759866e+01,-2.21396259e+02,1
-2.69065139e+02,2.83035789e+02,0
-2.03299347e+01,-2.46661430e+02,1
3.17937326e+01,-2.25830807e+02,1
9.82961655e+00,-2.04169665e+02,1
-1.32528423e+01,-3.18199831e+02,1
-2.67840261e+02,2.63562490e+02,0
8.94229944e-02,-1.88297939e+02,1
-2.89139982e+02,2.27218577e+02,0
2.65635734e+01,-2.27946095e+02,1
-2.68810924e+02,2.44790061e+02,0
2.64250843e+01,-1.92166031e+02,1
-2.89847887e+02,2.69732955e+02,0
-2.76082936e+02,2.68684887e+02,0
-2.64554770e+02,2.23396023e+02,0
-2.80240379e+02,2.91631072e+02,0
1.32281865e+00,-2.18676231e+02,1
-2.68291629e+02,2.90832040e+02,0
-2.74515913e+02,2.46980295e+02,0
2.68953182e+01,-2.76225809e+02,1
-2.68812787e+02,1.91301900e+02,0
-3.04129172e+02,3.14334464e+02,0
1.25744056e+01,-2.30472412e+02,1
3.06320538e+01,-1.94155917e+02,1
-2.75594697e+02,2.57394030e+02,0
-2.37178915e+02,1.83194890e+02,0
-2.70439751e+02,2.93737251e+02,0
-2.73114937e+02,2.57095113e+02,0
3.88385170e+00,-3.21659500e+02,1
1.42642631e+01,-2.57137483e+02,1
-2.91994829e+02,2.45863851e+02,0
-2.76748724e+02,2.27392474e+02,0
-2.82030809e+02,2.04406392e+02,0
2.81700591e+01,-2.46940503e+02,1
-2.79004065e+02,2.40356065e+02,0
-2.41317524e+02,1.86402079e+02,0
-2.46830657e+02,1.42506232e+02,0
1.14117298e+01,-2.66276328e+02,1
3.37989671e+01,-1.90532533e+02,1
-2.86349503e+02,2.17696508e+02,0
-2.78403691e+02,3.02998344e+02,0
-1.89932281e+01,-2.59967572e+02,1
3.93282111e+01,-1.89604496e+02,1
6.52504946e+01,-2.06593332e+02,1
-2.77617945e+02,2.17326843e+02,0
-2.75055929e+02,2.16133348e+02,0
-2.84745694e+02,2.41809064e+02,0
1.73417875e+01,-2.04910456e+02,1
-2.52192361e+02,2.35616290e+02,0
4.69674479e+01,-1.82506293e+02,1
-2.47459207e+02,1.67860617e+02,0
-2.82607095e+02,2.09570516e+02,0
