# x_1,x_2,Class_label
2.12235330e+01,-6.78903060e+01,1
-1.60005674e+02,-9.06391860e+01,1
-1.48912748e+02,5.50561139e+01,2
-3.02143339e-01,-7.58062274e+01,1
6.31835839e+02,-1.09547107e+02,0
2.69040894e+02,-3.30052065e+01,0
-2.39752871e+01,-8.26456721e+01,1
4.43432926e+02,-6.36694262e+01,0
5.75287269e+02,-9.56094063e+01,0
-1.37014453e+02,-8.71441770e+01,1
4.54521763e+01,4.61236588e+00,2
-8.88057710e+01,-8.74265694e+01,1
-1.21744661e+02,-8.31103550e+01,1
1.31877687e+01,-1.43733989e+00,2
-3.84543999e+01,-7.85718456e+01,1
-6.01821669e+01,-8.47314679e+01,1
3.21376323e+02,-5.21173663e+01,0
5.92021801e+02,-9.29881755e+01,0
6.24624801e+02,-1.01751217e+02,1
5.40608035e+02,-9.54338227e+01,0
-4.16871890e+01,4.40690240e+01,2
-6.30504596e+01,-8.02393109e+01,1
-1.49940211e+02,7.33393117e+01,2
-4.10382224e+01,-8.26055677e+01,1
5.26539354e+02,-9.51339006e+01,0
-1.17089259e+02,-8.96192397e+01,1
5.24947586e+02,-8.22415367e+01,0
4.04084397e+02,-7.65654855e+01,0
-1.50292536e+02,5.16470066e+01,2
-3.01865575e+01,1.90421015e+01,2
6.72293271e+02,-1.01686942e+02,0
-1.17874091e+02,-8.56746083e+01,1
-3.17738384e+01,-8.01747019e+01,1
-1.57548652e+02,7.20502775e+01,2
6.13405947e+02,-1.04637881e+02,0
-1.80241085e+02,6.14905298e+01,2
4.45151568e+02,-8.24950822e+01,0
-1.49367554e+02,3.54074276e+01,1
-7.63696120e+01,-7.94613343e+01,1
6.24449281e+02,-1.10396668e+02,0
5.24410684e+02,-9.49999636e+01,0
5.55896554e+02,-9.57855769e+01,0
-1.98822394e+02,7.39262850e+01,2
-1.22733760e+02,-8.99456437e+01,1
-3.80065547e+01,2.67654510e+01,2
4.27545554e+02,-7.21689865e+01,0
2.56063315e+01,6.07000314e+00,2
2.75241164e+02,-4.07241364e+01,0
6.17748770e+02,-9.45982282e+01,0
6.17447350e+02,-1.00966010e+02,0
5.26103593e+02,-8.35906664e+01,0
4.78851025e+02,-8.12973550e+01,0
5.32669658e+02,-8.52000803e+01,0
2.37296778e+00,-7.71792818e+01,1
4.20533885e+00,-7.27650298e+01,1
-1.03631866e+02,2.83770995e+01,2
-8.64012566e+01,-8.08853472e+01,1
-1.23622638e+01,3.71190758e+01,2
-6.23629501e+01,3.91937516e+01,2
6.21571517e+01,-7.36602353e+01,1
-3.51707478e+01,2.89056193e+01,2
-1.28851342e+02,3.16366679e+01,2
6.39195808e+02,-1.07819441e+02,0
-1.09681300e+01,-7.71110276e+01,1
-9.83480351e+01,-8.72564636e+01,1
-2.25218593e+01,5.35844072e+00,2
-1.11282000e+01,-8.45886848e+01,1
-1.70501356e+02,-9.01841523e+01,1
-4.23629591e+00,1.05234553e+01,0
-1.19564337e+02,-8.54297403e+01,1
-5.05615235e+01,-8.14512958e+01,1
6.33235986e+02,-1.00400026e+02,0
-1.42863245e+02,-8.75502600e+01,1
4.32345583e+02,-7.50692174e+01,0
-1.34457557e+01,2.91361478e+01,0
-1.68320795e+02,-9.23046214e+01,1
-1.01438769e+02,2.39810631e+01,2
5.21805422e+02,-8.77914108e+01,1
3.68421755e+02,-6.35880114e+01,0
3.62454026e+02,-6.13812557e+01,0
4.78690251e+02,-8.43634804e+01,0
-8.77738147e+01,-8.40855752e+01,1
-1.03069641e+02,6.94189367e+01,2
-5.38579484e+01,2.76283969e+01,2
5.53676871e+01,-1.84540365e+01,2
-3.08858450e+01,-8.43064389e+01,1
-7.97755088e+01,-7.90351216e+01,1
6.29725338e+02,-1.07222265e+02,0
5.56153836e+02,-8.95638246e+01,1
5.87567715e+02,-9.31099307e+01,0
4.31564409e+02,-7.78606559e+01,0
4.61241286e+02,-7.50816465e+01,0
4.46870528e+02,-7.86476947e+01,0
-5.61614357e+01,-8.45442460e+01,1
-2.70475643e+01,1.93123860e+01,2
-1.84594534e+02,4.98849652e+01,2
4.37014358e+02,-7.84099423e+01,0
3.97446880e+02,-6.92601417e+01,0
-6.09556256e+00,-7.92504796e+01,1
-1.36170119e+02,5.45545700e+01,2
-7.88446391e+01,-8.42439746e+01,1
3.81465680e+02,-6.43547803e+01,0
-5.19803284e+01,-7.75273413e+01,1
5.69928537e+01,2.80138359e+01,2
7.03902920e+02,-1.08582617e+02,0
6.49938560e+02,-1.04727518e+02,0
5.60005088e+02,-9.73028877e+01,0
-8.88834316e+01,-8.03624006e+01,1
5.43401113e+02,-9.34158650e+01,0
4.67045589e+02,-7.09570782e+01,0
-1.61100701e+02,-8.89473361e+01,1
-1.31933462e+02,-8.37288599e+01,1
5.49673233e+02,-8.52927235e+01,0
-1.06189522e+02,4.59105122e+01,2
5.89296665e+02,-1.02048974e+02,2
8.71004655e+01,-1.96195587e+00,2
-7.19691999e+01,-8.95650459e+01,1
-1.66262018e+02,-8.99598909e+01,1
-5.87703242e+01,2.28723061e+01,2
-4.47217165e+01,-7.40504366e+01,1
-5.53391011e+01,-7.94494334e+01,1
-1.56615394e+02,3.94762692e+01,2
4.76934576e+02,-7.80227305e+01,0
-1.88207628e+02,-9.38139834e+01,1
6.06324131e+02,-1.08647627e+02,0
-6.84796780e+01,-8.66521169e+01,1
-8.48598136e+01,-8.83493633e+01,1
-2.94284595e+01,-8.40792786e+01,1
-1.51694984e+02,-8.86646175e+01,1
-1.51473732e+02,5.68422568e+01,2
-1.03269833e+02,3.45411268e+01,2
4.90459578e+02,-8.31838675e+01,0
-2.69338484e+01,2.57265838e+01,2
5.25733250e-01,-8.04577813e+01,1
1.02722769e+01,3.40723576e+01,2
-8.10749230e+01,-8.53101505e+01,1
6.18806193e+02,-1.01995879e+02,0
-1.57831384e+01,-7.72001516e+01,1
-1.68714285e+02,-9.24851244e+01,1
-4.09825897e+01,4.22278933e+01,2
-1.46975453e+02,-8.31625070e+01,1
2.23644795e+01,1.19337612e+01,2
4.68012725e+02,-6.74777874e+01,0
-1.75493552e+02,-8.67451548e+01,1
-7.41324805e+01,-8.46012991e+01,1
5.68656691e+02,-9.52791884e+01,0
-8.76951507e+01,-8.08901205e+01,1
-1.12546654e+02,5.32367481e+01,2
3.90895820e+02,-6.85952445e+01,0
-1.59031094e+01,-7.80956266e+01,1
4.30740550e+02,-7.51330792e+01,0
-8.41481538e+01,-8.17761514e+01,1
4.22721229e+02,-6.46506288e+01,0
4.65066028e+02,-7.25237262e+01,0
-2.65213023e+01,1.56196793e+01,2
-6.72365844e+01,3.97952953e+01,2
-7.36316936e+01,-8.00741997e+01,1
4.71895803e+02,-7.00599236e+01,0
-1.38187052e+02,-8.80301631e+01,1
-5.47413010e+01,-7.17109047e+01,1
-1.52336582e+02,-9.61940676e+01,1
5.58957445e+02,-8.64841499e+01,0
-7.30286517e+01,-7.95565008e+01,0
4.70885240e+02,-7.83989661e+01,0
-5.84048481e+01,-8.55863341e+01,1
-6.46667485e+01,-8.29227737e+01,1
5.90907320e+02,-9.58658431e+01,0
3.60489476e+02,-4.93652913e+01,2
5.30844912e+02,-8.33277637e+01,0
8.43885205e+00,-8.23085180e+01,1
-6.87050789e+01,1.28450977e+01,2
3.93842950e+02,-6.78788550e+01,0
-1.38586128e+02,6.30278112e+01,2
5.91953821e+02,-9.75135313e+01,0
6.67727969e+02,-1.04545765e+02,0
5.31611064e+02,-8.42062861e+01,0
4.02736592e+01,-7.07069212e+01,1
6.27800821e+02,-1.01921190e+02,0
4.67470413e+02,-7.60306889e+01,0
-6.15749897e+01,-7.68967977e+01,1
5.77346767e+02,-9.97640217e+01,0
-1.61733179e+02,6.18929333e+01,2
-8.72308550e+01,4.16149119e+01,2
-2.58238753e+01,-8.04204017e+01,1
-1.24991091e+02,6.62384874e+01,2
4.82321810e+02,-8.91321910e+01,0
-4.88216133e+01,2.82377961e+01,2
-2.87796079e+00,-7.72155603e+01,1
8.11085319e+01,8.58874298e+00,2
-5.36752335e+01,-7.37551201e+01,2
4.28063302e+02,-6.55660319e+01,0
7.26261319e+02,-1.27053140e+02,0
3.13263826e+02,-4.90974044e+01,0
-1.50522419e+02,6.01440122e+01,2
5.34578433e+02,-9.04168621e+01,0
-9.89424089e+01,-8.14635580e+01,1
6.49303003e+02,-1.25396639e+02,0
4.72953940e+02,-7.95924222e+01,2
6.58203971e+02,-1.19849342e+02,0
-1.78716767e+02,6.60901953e+01,0
4.33725905e+02,-7.63913894e+01,0
-9.24341117e+01,-8.67654598e+01,1
-5.16240850e+01,-7.65569011e+01,0
-1.14677169e+02,5.36934463e+01,2
-1.20121192e+02,5.31008029e+01,2
-2.74752545e+01,-7.97092527e+01,1
-2.04445416e+02,5.37198066e+01,1
3.27050904e+02,-4.41760064e+01,0
-9.75374054e+01,5.78532961e+01,2
-7.36933844e+01,5.03764417e+01,2
-1.37073644e+02,7.00667132e+01,0
3.60136906e+02,-6.44084754e+01,0
2.30026476e+02,-4.31503177e+01,0
-6.94733198e+01,3.22315172e+01,2
-1.91190857e+01,-8.27419466e+01,2
4.45305330e+02,-8.24518975e+01,0
-1.17723928e+02,3.73227983e+01,2
-6.56892215e+01,-7.95849060e+01,1
1.71203047e+01,4.66188091e+00,2
3.08594929e+02,-4.97265802e+01,0
-1.48394879e+02,-8.58890726e+01,1
-1.42893151e+02,8.04913327e+01,2
6.92993883e+02,-1.14592483e+02,0
-1.25824576e+02,-9.06941732e+01,1
4.88188905e+02,-8.88217177e+01,0
-6.77946123e+01,5.06397366e+01,2
3.49857395e+02,-6.07143521e+01,0
-1.63835653e+01,-7.53913712e+01,1
-1.28604413e+02,4.57445348e+01,2
-6.20715856e+01,3.09025692e+01,2
-2.74416037e+01,3.44726521e+01,2
-1.34579014e+02,-9.12586095e+01,1
6.36325349e+02,-1.21491693e+02,0
-8.70393861e+01,-8.01680633e+01,1
6.03117394e+02,-9.47899679e+01,0
7.07590278e+02,-1.31760347e+02,0
-1.75034825e+02,-9.57753041e+01,1
-8.00017146e+01,-8.09243601e+01,1
-6.25934911e+01,-8.00517987e+01,1
-2.50372544e+01,4.95968603e+01,2
-7.98649336e+00,-7.88135526e+01,2
-1.07222267e+02,4.47627935e+01,2
6.22951446e+02,-1.00625160e+02,0
-7.74714545e+01,2.84025106e+01,2
-1.26754968e+02,4.55409261e+01,2
-1.61231962e+02,-9.09597627e+01,1
5.19222353e+02,-7.98296768e+01,0
4.79403642e+02,-9.06604744e+01,0
-1.58649551e+02,7.20157776e+01,2
-4.83251966e+01,5.42235249e+01,2
-9.86871424e+01,3.04958173e+01,2
5.60602644e+02,-8.71063440e+01,0
-1.09496113e+02,-8.35432800e+01,1
-8.81202294e+01,4.19799414e+01,2
4.90231886e+02,-7.92320389e+01,0
5.24880420e+02,-9.07714027e+01,0
-7.16159140e+01,-8.80285225e+01,1
-1.25877391e+02,5.07420766e+01,2
4.74343280e+02,-8.88791854e+01,0
-6.36224645e+01,4.18465597e+01,2
-8.08757752e+01,-8.40353043e+01,1
-1.36487824e+02,-8.76758267e+01,1
2.60412335e+01,7.20194041e+00,2
4.67869476e+02,-8.69706713e+01,0
2.67089299e+02,-3.89326941e+01,0
3.83121328e+02,-5.78693780e+01,0
2.46444386e+02,-2.98569564e+01,0
-6.58276121e+01,3.50719893e+01,2
3.94627441e+02,-6.47669296e+01,0
4.99302570e+02,-9.20986841e+01,0
-1.58365603e+02,-9.44374957e+01,1
-1.05884606e+02,-8.59130123e+01,1
-7.07132241e+00,-8.02349457e+01,1
-4.11298208e+01,1.79750099e+01,0
-6.18176377e+01,-8.13292376e+01,1
7.17503515e+02,-1.23357457e+02,0
4.76048634e+02,-7.79858589e+01,0
-8.72950067e+01,-8.11972469e+01,1
4.81252409e+02,-7.60665235e+01,0
7.39157343e+01,1.40081215e+01,2
-9.91852757e+01,-8.74749974e+01,1
-1.01846729e+02,4.77102247e+01,2
7.50461066e+01,1.38988656e+00,2
-1.89397918e+02,6.10506905e+01,2
-7.19843326e+01,-7.58611918e+01,1
4.55206113e+02,-6.91348735e+01,2
-7.76506731e+01,-8.04695244e+01,1
-5.24626518e+01,-7.68022820e+01,1
-7.73839082e+01,3.86123569e+01,2
6.84333115e+02,-1.11983856e+02,0
4.46809588e+02,-7.94977242e+01,0
-4.12543176e+01,3.39478200e+01,2
3.44863134e+02,-6.80184532e+01,0
-2.00931477e+02,-9.44911925e+01,1
-7.48277322e+01,-8.26055499e+01,1
-9.00444018e+01,3.61679657e+01,2
-1.33007629e+02,-8.19487192e+01,1
-1.22850139e+02,5.20027784e+01,2
2.38526067e+02,-3.99306533e+01,0
-1.37236351e+02,-8.66796369e+01,0
-2.49440133e+02,7.80271664e+01,2
-1.08684889e+02,-8.37394843e+01,1
-1.46502283e+02,-8.84267338e+01,1
-7.58639849e+01,-8.32642938e+01,1
3.79280395e+02,-6.27355812e+01,0
6.84985292e+02,-1.11809890e+02,0
7.39646438e+02,-1.16024916e+02,0
4.45169339e+02,-7.83845957e+01,0
-1.43740966e+01,3.89494912e+01,2
5.58617239e+02,-8.28190290e+01,0
4.57992046e+02,-7.80518035e+01,0
5.70317526e+02,-1.01669056e+02,0
-2.10801857e+02,-9.83842772e+01,1
-8.77330962e+01,-8.41283158e+01,2
-1.48262298e+02,-9.35351053e+01,1
-5.35283862e+01,2.63708532e+01,2
-1.16978783e+02,7.02532369e+01,2
-7.73191288e+01,2.48798773e+01,2
-2.09955761e+02,6.86009012e+01,0
-2.33463053e+01,3.49914607e+01,2
-1.32646713e+02,4.90280765e+01,2
-1.34483831e+02,-9.26681747e+01,1
-1.11277735e+02,-8.37725099e+01,1
-3.67240578e+01,-8.17280241e+01,1
-8.05516311e+01,2.85195804e+01,2
-9.10257266e+01,-8.14237307e+01,1
1.28830985e+01,-7.84684772e+01,1
-1.57398480e+02,2.60968042e+01,2
6.23833022e+02,-1.07419043e+02,1
-1.78021955e+02,-7.90899208e+01,1
-7.70420321e+01,6.28159161e+01,2
5.58166275e+02,-9.99750979e+01,0
6.19046418e+02,-1.20577695e+02,0
5.82328010e+01,-1.86563619e+00,1
6.75997960e+02,-1.07227876e+02,0
-1.27700159e+02,4.83051444e+01,2
5.03627209e+02,-8.12166373e+01,0
-7.21296744e+01,-8.38490267e+01,1
-6.39008995e+01,4.21412933e+01,2
-1.10629022e+02,-8.14208444e+01,1
5.21198552e+02,-8.03702636e+01,0
4.02385543e+02,-6.53328513e+01,0
5.60727828e+02,-1.01414938e+02,0
4.83841926e+02,-8.28775158e+01,0
-4.64748869e+01,2.80719744e+01,2
-9.15236226e+01,-8.64885742e+01,1
-1.23370274e+02,4.88063443e+01,0
-1.05630435e+02,4.03357631e+01,2
7.12592015e+02,-1.31842956e+02,0
4.54692143e+02,-7.27357906e+01,0
6.29079678e+02,-1.13090155e+02,0
-6.14074917e+01,3.73256740e+01,2
4.60683443e+02,-6.83795328e+01,0
-4.58933983e+01,8.07121677e+00,2
-9.45376954e+01,-8.82483545e+01,1
5.82180711e+02,-1.08257348e+02,0
-9.13076880e+01,-8.50680196e+01,1
-3.48994952e+01,4.44176752e+01,2
5.24923816e+02,-9.27225186e+01,0
5.54984101e+02,-1.08205670e+02,0
-1.97705435e+01,-8.48028072e+01,1
-5.22052733e+01,3.28294948e+01,2
6.73055776e+02,-1.21235049e+02,0
-1.47916918e+02,4.74237309e+01,2
6.27466382e+02,-1.08034201e+02,0
5.15806941e+02,-8.84076501e+01,0
-1.18470315e+02,-8.51206028e+01,1
-8.29191062e+01,5.25747030e+01,2
5.00958481e+02,-9.08719659e+01,0
-1.76963410e+02,6.07549367e+01,2
-8.38274771e+01,5.32248489e+01,2
-9.60500142e+00,-7.63215257e+01,1
-4.84739681e+01,2.84007560e+01,2
-7.73694381e+01,1.39798565e+01,2
5.90950533e+02,-1.00462429e+02,0
-7.25942848e+01,-8.64903686e+01,1
-6.78401244e+01,-7.75777756e+01,1
-1.27653053e+02,-8.59719332e+01,1
-1.29556557e+00,2.67838358e+01,2
5.44383350e+02,-8.80605074e+01,0
4.27405923e+02,-7.77868108e+01,0
4.86286857e+02,-7.41561155e+01,0
-1.75836385e+02,5.92648976e+01,2
-4.32421523e+01,2.79370263e+01,2
-4.70634526e+00,-7.25971514e+01,1
-4.46958378e+01,5.40518418e+01,2
-4.23997577e+01,-7.58721819e+01,1
-4.54611366e+01,5.27447136e+01,2
7.14299937e+02,-1.17607230e+02,0
-1.28109375e+02,-8.85640070e+01,1
-1.28892716e+02,-8.81586085e+01,1
-9.85704841e+01,-8.68871978e+01,1
3.57248575e+02,-6.20443942e+01,0
-6.73130719e+00,-6.97553532e+00,2
3.86895779e+02,-6.02505043e+01,0
